source_id,label,target_id
Episode:Backpackers,HAS_RECAP_PART,Recap:Episode:Backpackers_3
Episode:Backpackers,HAS_RECAP_PART,Recap:Episode:Backpackers_4
Episode:Backpackers,HAS_RECAP_PART,Recap:Episode:Backpackers_5
Episode:Backpackers,HAS_RECAP_PART,Recap:Episode:Backpackers_6
Episode:Backpackers,HAS_RECAP_PART,Recap:Episode:Backpackers_7
Episode:Backpackers,HAS_RECAP_PART,Recap:Episode:Backpackers_8
Episode:Backpackers,HAS_RECAP_PART,Recap:Episode:Backpackers_9
Episode:The_Adventure,HAS_RECAP_PART,Recap:Episode:The_Adventure_0
Episode:The_Adventure,HAS_RECAP_PART,Recap:Episode:The_Adventure_1
Episode:The_Adventure,HAS_RECAP_PART,Recap:Episode:The_Adventure_2
Episode:The_Adventure,HAS_RECAP_PART,Recap:Episode:The_Adventure_3
Episode:The_Adventure,HAS_RECAP_PART,Recap:Episode:The_Adventure_4
Episode:The_Adventure,HAS_RECAP_PART,Recap:Episode:The_Adventure_5
Episode:The_Adventure,HAS_RECAP_PART,Recap:Episode:The_Adventure_6
Episode:The_Adventure,HAS_RECAP_PART,Recap:Episode:The_Adventure_7
Episode:The_Adventure,HAS_RECAP_PART,Recap:Episode:The_Adventure_8
Episode:Copycat,HAS_RECAP_PART,Recap:Episode:Copycat_0
Episode:Copycat,HAS_RECAP_PART,Recap:Episode:Copycat_1
Episode:Copycat,HAS_RECAP_PART,Recap:Episode:Copycat_2
Episode:Copycat,HAS_RECAP_PART,Recap:Episode:Copycat_3
Episode:Copycat,HAS_RECAP_PART,Recap:Episode:Copycat_4
Episode:Copycat,HAS_RECAP_PART,Recap:Episode:Copycat_5
Episode:Copycat,HAS_RECAP_PART,Recap:Episode:Copycat_6
Episode:Copycat,HAS_RECAP_PART,Recap:Episode:Copycat_7
Episode:Copycat,HAS_RECAP_PART,Recap:Episode:Copycat_8
Episode:Copycat,HAS_RECAP_PART,Recap:Episode:Copycat_9
Episode:Copycat,HAS_RECAP_PART,Recap:Episode:Copycat_10
Episode:The_Sleepover,HAS_RECAP_PART,Recap:Episode:The_Sleepover_0
Episode:The_Sleepover,HAS_RECAP_PART,Recap:Episode:The_Sleepover_1
Episode:The_Sleepover,HAS_RECAP_PART,Recap:Episode:The_Sleepover_2
Episode:The_Sleepover,HAS_RECAP_PART,Recap:Episode:The_Sleepover_3
Episode:The_Sleepover,HAS_RECAP_PART,Recap:Episode:The_Sleepover_4
Episode:The_Sleepover,HAS_RECAP_PART,Recap:Episode:The_Sleepover_5
Episode:The_Sleepover,HAS_RECAP_PART,Recap:Episode:The_Sleepover_6
Episode:The_Sleepover,HAS_RECAP_PART,Recap:Episode:The_Sleepover_7
Episode:Early_Baby,HAS_RECAP_PART,Recap:Episode:Early_Baby_0
Episode:Early_Baby,HAS_RECAP_PART,Recap:Episode:Early_Baby_1
Episode:Early_Baby,HAS_RECAP_PART,Recap:Episode:Early_Baby_2
Episode:Early_Baby,HAS_RECAP_PART,Recap:Episode:Early_Baby_3
Episode:Early_Baby,HAS_RECAP_PART,Recap:Episode:Early_Baby_4
Episode:Early_Baby,HAS_RECAP_PART,Recap:Episode:Early_Baby_5
Episode:Mums_and_Dads,HAS_RECAP_PART,Recap:Episode:Mums_and_Dads_0
